player_name,matches_played,innings,total_runs,total_wickets,strike_rate,batting_average,economy,bowling_average,highest_score,highest_score_opponent,best_bowling,best_bowling_opponent,hundreds,fifties,teams_played
"MG Neser",1,NULL,NULL,NULL,NULL,NULL,15.50,NULL,NULL,NULL,0/62,"Royal Challengers Bengaluru",NULL,NULL,NULL
Misbah-ul-Haq,8,8,117,NULL,142.68,16.71,NULL,NULL,47,"Delhi Capitals",NULL,NULL,NULL,NULL,"Royal Challengers Bengaluru"
"MJ Clarke",6,6,98,2,102.08,16.33,6.55,36.00,41,"Deccan Chargers",1/12,"Rajasthan Royals",NULL,NULL,"Pune Warriors"
"MJ Guptill",13,14,271,NULL,137.56,22.58,NULL,NULL,50,"Delhi Capitals",NULL,NULL,NULL,1,"Mumbai Indians
Punjab Kings
Sunrisers Hyderabad"
"MJ Henry",6,NULL,NULL,2,NULL,NULL,10.76,91.50,NULL,NULL,1/28,"Chennai Super Kings",NULL,NULL,NULL
"MJ Lumb",12,12,278,NULL,140.40,27.80,NULL,NULL,83,"Punjab Kings",NULL,NULL,NULL,1,"Deccan Chargers
Rajasthan Royals"
"MJ McClenaghan",56,20,85,71,116.44,7.73,8.66,25.90,20,"Kolkata Knight Riders",4/21,"Gujarat Lions",NULL,NULL,"Mumbai Indians"
"MJ Santner",18,11,70,15,90.91,11.67,7.02,28.53,22,"Mumbai Indians",2/13,"Mumbai Indians",NULL,NULL,"Chennai Super Kings"
"MJ Suthar",1,1,1,NULL,50.00,1.00,13.00,NULL,1,"Royal Challengers Bengaluru",0/26,"Royal Challengers Bengaluru",NULL,NULL,"Gujarat Titans"
"MK Lomror",37,35,527,1,135.48,18.17,8.47,127.00,54,"Delhi Capitals",1/22,"Sunrisers Hyderabad",NULL,1,"Rajasthan Royals
Royal Challengers Bengaluru"
"MK Pandey",158,160,3859,NULL,117.37,29.46,NULL,NULL,114,"Deccan Chargers",NULL,NULL,1,22,"Delhi Capitals
Kolkata Knight Riders
Lucknow Super Giants
Mumbai Indians
Pune Warriors
Royal Challengers Bengaluru
Sunrisers Hyderabad"
"MK Tiwary",85,83,1695,1,113.83,29.74,11.86,83.00,75,"Punjab Kings",1/11,"Mumbai Indians",NULL,7,"Delhi Capitals
Kolkata Knight Riders
Punjab Kings
Rising Pune Supergiant"
"ML Hayden",32,33,1107,NULL,131.94,39.54,NULL,NULL,93,"Delhi Capitals",NULL,NULL,NULL,8,"Chennai Super Kings"
"MM Ali",64,57,1162,35,136.87,23.71,7.12,25.71,93,"Rajasthan Royals",4/26,"Lucknow Super Giants",NULL,6,"Chennai Super Kings
Royal Challengers Bengaluru"
"MM Patel",63,12,39,74,95.12,7.80,7.67,23.42,23,"Delhi Capitals",5/21,"Punjab Kings",NULL,NULL,"Gujarat Lions
Mumbai Indians
Rajasthan Royals"
"MM Sharma",112,28,124,132,90.51,7.75,8.73,24.83,21,"Mumbai Indians",5/10,"Mumbai Indians",NULL,NULL,"Chennai Super Kings
Gujarat Titans
Punjab Kings"
"MN Samuels",15,14,161,9,92.53,14.64,7.99,31.67,46,"Punjab Kings",3/39,"Chennai Super Kings",NULL,NULL,"Delhi Capitals
Pune Warriors"
"MN van Wyk",5,5,167,NULL,123.70,55.67,NULL,NULL,74,"Delhi Capitals",NULL,NULL,NULL,1,"Kolkata Knight Riders"
"Mohammad Ashraful",1,1,2,NULL,16.67,2.00,NULL,NULL,2,"Delhi Capitals",NULL,NULL,NULL,NULL,"Mumbai Indians"
"Mohammad Asif",8,2,3,8,50.00,1.50,9.59,38.38,3,"Rajasthan Royals",2/19,"Deccan Chargers",NULL,NULL,"Delhi Capitals"
"Mohammad Hafeez",8,8,64,2,76.19,9.14,7.10,35.50,16,"Chennai Super Kings",1/8,"Deccan Chargers",NULL,NULL,"Kolkata Knight Riders"
"Mohammad Nabi",24,20,221,15,140.76,13.81,7.58,35.13,37,"Mumbai Indians",4/11,"Royal Challengers Bengaluru",NULL,NULL,"Mumbai Indians
Sunrisers Hyderabad"
"Mohammed Shami",110,23,74,127,90.24,5.69,8.59,27.45,21,"Royal Challengers Bengaluru",4/11,"Delhi Capitals",NULL,NULL,"Delhi Capitals
Gujarat Titans
Kolkata Knight Riders
Punjab Kings"
"Mohammed Siraj",93,20,109,93,89.34,12.11,8.87,31.12,14,"Chennai Super Kings",4/21,"Punjab Kings",NULL,NULL,"Royal Challengers Bengaluru"
"Mohit Rathee",1,1,1,NULL,50.00,NULL,14.50,NULL,1,"Sunrisers Hyderabad",0/29,"Sunrisers Hyderabad",NULL,NULL,"Punjab Kings"
"Mohsin Khan",23,5,25,27,92.59,12.50,8.62,25.85,13,"Punjab Kings",4/16,"Delhi Capitals",NULL,NULL,"Lucknow Super Giants"
"Monu Kumar",1,NULL,NULL,NULL,NULL,NULL,10.00,NULL,NULL,NULL,0/20,"Royal Challengers Bengaluru",NULL,NULL,NULL
"MP Stoinis",96,88,1866,43,136.60,28.71,9.71,30.23,124,"Chennai Super Kings",4/15,"Mumbai Indians",1,9,"Delhi Capitals
Lucknow Super Giants
Punjab Kings
Royal Challengers Bengaluru"
"MP Yadav",4,NULL,NULL,7,NULL,NULL,7.23,12.57,NULL,NULL,3/14,"Royal Challengers Bengaluru",NULL,NULL,NULL
"MR Marsh",42,36,665,37,125.00,21.45,8.60,21.70,89,"Rajasthan Royals",4/25,"Deccan Chargers",NULL,3,"Deccan Chargers
Delhi Capitals
Pune Warriors
Rising Pune Supergiant
Sunrisers Hyderabad"
"MS Bisla",39,39,798,NULL,108.28,22.17,NULL,NULL,92,"Chennai Super Kings",NULL,NULL,NULL,4,"Kolkata Knight Riders
Punjab Kings
Royal Challengers Bengaluru"
"MS Dhoni",228,228,5243,NULL,132.84,40.02,NULL,NULL,84,"Royal Challengers Bengaluru",NULL,NULL,NULL,24,"Chennai Super Kings
Rising Pune Supergiant"
"MS Gony",44,15,99,37,130.26,11.00,8.90,35.59,42,"Kolkata Knight Riders",3/31,"Royal Challengers Bengaluru",NULL,NULL,"Chennai Super Kings
Deccan Chargers
Punjab Kings"
"MS Wade",14,14,183,NULL,98.92,14.08,NULL,NULL,35,"Rajasthan Royals",NULL,NULL,NULL,NULL,"Delhi Capitals
Gujarat Titans"
"Mujeeb Ur Rahman",19,6,12,19,80.00,4.00,8.27,31.47,10,"Sunrisers Hyderabad",3/27,"Rajasthan Royals",NULL,NULL,"Punjab Kings
Sunrisers Hyderabad"
"Mukesh Choudhary",14,2,6,16,100.00,NULL,9.72,28.25,4,"Mumbai Indians",4/46,"Sunrisers Hyderabad",NULL,NULL,"Chennai Super Kings"
"Mukesh Kumar",20,5,10,24,50.00,10.00,10.63,29.46,6,"Punjab Kings",3/14,"Gujarat Titans",NULL,NULL,"Delhi Capitals"
"Mustafizur Rahman",57,6,13,61,56.52,13.00,8.28,29.38,8,"Mumbai Indians",4/29,"Royal Challengers Bengaluru",NULL,NULL,"Delhi Capitals
Mumbai Indians
Rajasthan Royals"
"MV Boucher",23,23,394,NULL,123.90,28.14,NULL,NULL,50,"Kolkata Knight Riders",NULL,NULL,NULL,1,"Kolkata Knight Riders
Royal Challengers Bengaluru"
"MW Short",6,6,117,NULL,118.18,19.50,6.25,NULL,36,"Gujarat Titans",0/7,"Mumbai Indians",NULL,NULL,"Punjab Kings"
"N Burger",5,NULL,NULL,7,NULL,NULL,8.94,21.71,NULL,NULL,2/29,"Delhi Capitals",NULL,NULL,NULL
"N Jagadeesan",10,10,162,NULL,104.52,18.00,NULL,NULL,39,"Gujarat Titans",NULL,NULL,NULL,NULL,"Chennai Super Kings
Kolkata Knight Riders"
"N Pooran",72,74,1769,NULL,154.77,32.16,NULL,NULL,77,"Sunrisers Hyderabad",NULL,NULL,NULL,9,"Lucknow Super Giants
Punjab Kings
Sunrisers Hyderabad"
"N Rana",103,101,2636,10,130.82,28.65,8.43,25.30,87,"Chennai Super Kings",2/11,"Royal Challengers Bengaluru",NULL,18,"Kolkata Knight Riders
Mumbai Indians"
"N Saini",10,10,140,NULL,97.90,14.00,NULL,NULL,50,"Royal Challengers Bengaluru",NULL,NULL,NULL,1,"Punjab Kings"
"N Thushara",7,NULL,NULL,8,NULL,NULL,9.96,32.38,NULL,NULL,3/28,"Lucknow Super Giants",NULL,NULL,NULL
"N Wadhera",16,16,350,NULL,134.10,23.33,6.50,NULL,64,"Chennai Super Kings",0/13,"Lucknow Super Giants",NULL,2,"Mumbai Indians"
"NA Saini",1,NULL,NULL,NULL,NULL,NULL,17.50,NULL,NULL,NULL,0/34,"Sunrisers Hyderabad",NULL,NULL,NULL
"Naman Dhir",7,7,140,NULL,166.67,23.33,11.79,NULL,62,"Lucknow Super Giants",0/13,"Gujarat Titans",NULL,1,"Mumbai Indians"
"Navdeep Saini",31,7,33,24,86.84,8.25,8.91,40.33,12,"Delhi Capitals",3/40,"Punjab Kings",NULL,NULL,"Rajasthan Royals
Royal Challengers Bengaluru"
Naveen-ul-Haq,17,4,18,25,69.23,18.00,9.31,24.08,13,"Royal Challengers Bengaluru",4/38,"Mumbai Indians",NULL,NULL,"Lucknow Super Giants"
"NB Singh",2,NULL,NULL,1,NULL,NULL,4.50,18.00,NULL,NULL,1/7,"Punjab Kings",NULL,NULL,NULL
"ND Doshi",4,1,0,2,0.00,0.00,8.46,39.50,0,"Kochi Tuskers Kerala",1/15,"Kochi Tuskers Kerala",NULL,NULL,"Rajasthan Royals"
"Nithish Kumar Reddy",13,11,303,3,137.10,33.67,11.45,69.33,76,"Rajasthan Royals",2/17,"Delhi Capitals",NULL,2,"Sunrisers Hyderabad"
"NJ Maddinson",3,3,20,NULL,95.24,6.67,NULL,NULL,12,"Mumbai Indians",NULL,NULL,NULL,NULL,"Royal Challengers Bengaluru"
"NJ Rimmington",1,1,1,NULL,100.00,NULL,6.67,NULL,1,"Pune Warriors",0/19,"Pune Warriors",NULL,NULL,"Punjab Kings"
"NK Patel",6,6,121,NULL,97.58,30.25,NULL,NULL,57,"Punjab Kings",NULL,NULL,NULL,1,"Rajasthan Royals"
"NL McCullum",2,2,26,NULL,113.04,26.00,7.00,NULL,15,"Chennai Super Kings",0/12,"Chennai Super Kings",NULL,NULL,"Pune Warriors"
"NLTC Perera",37,31,424,31,130.06,19.27,8.86,33.26,40,"Royal Challengers Bengaluru",3/20,"Pune Warriors",NULL,NULL,"Kochi Tuskers Kerala
Mumbai Indians
Punjab Kings
Rising Pune Supergiant
Sunrisers Hyderabad"
"NM Coulter-Nile",38,16,82,48,109.33,8.20,7.88,23.44,24,"Punjab Kings",4/14,"Rajasthan Royals",NULL,NULL,"Delhi Capitals
Kolkata Knight Riders
Mumbai Indians
Rajasthan Royals"
"Noor Ahmad",23,5,13,24,72.22,3.25,8.20,28.00,7,"Chennai Super Kings",3/37,"Mumbai Indians",NULL,NULL,"Gujarat Titans"
"NS Naik",4,4,31,NULL,58.49,7.75,NULL,NULL,22,"Sunrisers Hyderabad",NULL,NULL,NULL,NULL,"Kolkata Knight Riders
Punjab Kings"
"NT Ellis",16,5,19,18,73.08,4.75,8.71,28.56,12,"Sunrisers Hyderabad",4/30,"Rajasthan Royals",NULL,NULL,"Punjab Kings"
"NV Ojha",94,94,1554,NULL,114.26,21.58,NULL,NULL,94,"Chennai Super Kings",NULL,NULL,NULL,6,"Delhi Capitals
Rajasthan Royals
Sunrisers Hyderabad"
"O Thomas",4,NULL,NULL,5,NULL,NULL,8.50,17.00,NULL,NULL,2/6,"Royal Challengers Bengaluru",NULL,NULL,NULL
"OA Shah",22,22,506,NULL,124.94,42.17,NULL,NULL,76,"Mumbai Indians",NULL,NULL,NULL,4,"Kochi Tuskers Kerala
Kolkata Knight Riders
Rajasthan Royals"
"OC McCoy",8,1,8,11,160.00,NULL,9.44,23.18,8,"Gujarat Titans",3/23,"Royal Challengers Bengaluru",NULL,NULL,"Rajasthan Royals"
"OF Smith",6,6,51,6,102.00,17.00,11.93,29.83,25,"Royal Challengers Bengaluru",4/30,"Mumbai Indians",NULL,NULL,"Punjab Kings"
"P Amarnath",6,NULL,NULL,7,NULL,NULL,10.95,34.43,NULL,NULL,2/29,"Kolkata Knight Riders",NULL,NULL,NULL
"P Awana",33,5,5,39,35.71,2.50,8.40,26.82,4,"Delhi Capitals",4/34,"Royal Challengers Bengaluru",NULL,NULL,"Punjab Kings"
"P Chopra",1,1,8,NULL,133.33,8.00,NULL,NULL,8,"Chennai Super Kings",NULL,NULL,NULL,NULL,"Rajasthan Royals"
"P Dogra",12,12,127,NULL,90.07,15.88,NULL,NULL,41,"Mumbai Indians",NULL,NULL,NULL,NULL,"Kolkata Knight Riders
Punjab Kings
Rajasthan Royals"
"P Dubey",4,2,23,1,69.70,23.00,8.27,91.00,16,"Punjab Kings",1/19,"Punjab Kings",NULL,NULL,"Delhi Capitals"
"P Kumar",119,57,340,90,105.26,10.00,7.94,37.13,34,"Rajasthan Royals",3/18,"Rajasthan Royals",NULL,NULL,"Gujarat Lions
Mumbai Indians
Punjab Kings
Royal Challengers Bengaluru
Sunrisers Hyderabad"
"P Negi",46,35,365,34,121.26,16.59,7.99,28.06,36,"Mumbai Indians",4/18,"Rajasthan Royals",NULL,NULL,"Chennai Super Kings
Delhi Capitals
Royal Challengers Bengaluru"
"P Parameswaran",8,2,1,9,33.33,NULL,8.81,25.11,1,"Royal Challengers Bengaluru",3/30,"Delhi Capitals",NULL,NULL,"Kochi Tuskers Kerala
Royal Challengers Bengaluru"
"P Prasanth",1,NULL,NULL,NULL,NULL,NULL,18.00,NULL,NULL,NULL,0/18,"Rajasthan Royals",NULL,NULL,NULL
"P Ray Barman",1,1,19,NULL,76.00,19.00,14.00,NULL,19,"Sunrisers Hyderabad",0/56,"Sunrisers Hyderabad",NULL,NULL,"Royal Challengers Bengaluru"
"P Sahu",5,2,19,3,146.15,NULL,8.69,50.67,18,"Delhi Capitals",2/18,"Kolkata Knight Riders",NULL,NULL,"Punjab Kings"
"P Simran Singh",34,34,756,NULL,143.18,22.91,NULL,NULL,103,"Delhi Capitals",NULL,NULL,1,3,"Punjab Kings"
"P Suyal",5,NULL,NULL,2,NULL,NULL,9.63,77.00,NULL,NULL,1/21,"Chennai Super Kings",NULL,NULL,NULL
"PA Patel",136,136,2848,NULL,116.63,23.54,NULL,NULL,81,"Punjab Kings",NULL,NULL,NULL,13,"Chennai Super Kings
Deccan Chargers
Kochi Tuskers Kerala
Mumbai Indians
Royal Challengers Bengaluru
Sunrisers Hyderabad"
"PA Reddy",10,10,164,NULL,98.20,16.40,NULL,NULL,42,"Rajasthan Royals",NULL,NULL,NULL,NULL,"Deccan Chargers
Sunrisers Hyderabad"
"Pankaj Singh",17,5,7,11,58.33,3.50,9.44,42.91,4,"Deccan Chargers",2/18,"Royal Challengers Bengaluru",NULL,NULL,"Rajasthan Royals
Royal Challengers Bengaluru"
"Parvez Rasool",11,4,17,4,85.00,8.50,8.27,68.25,10,"Sunrisers Hyderabad",1/20,"Delhi Capitals",NULL,NULL,"Pune Warriors
Royal Challengers Bengaluru
Sunrisers Hyderabad"
"PBB Rajapaksa",13,13,277,NULL,137.81,23.08,NULL,NULL,50,"Kolkata Knight Riders",NULL,NULL,NULL,1,"Punjab Kings"
"PC Valthaty",23,23,505,7,116.90,22.95,8.23,29.57,120,"Chennai Super Kings",4/29,"Deccan Chargers",1,2,"Punjab Kings
Rajasthan Royals"
"PD Collingwood",7,7,203,5,127.67,50.75,6.81,20.20,75,"Royal Challengers Bengaluru",2/19,"Punjab Kings",NULL,3,"Delhi Capitals"
"PD Salt",21,21,653,NULL,169.61,34.37,NULL,NULL,89,"Lucknow Super Giants",NULL,NULL,NULL,6,"Delhi Capitals
Kolkata Knight Riders"
"PH Solanki",2,NULL,NULL,2,NULL,NULL,6.50,19.50,NULL,NULL,2/20,"Rajasthan Royals",NULL,NULL,NULL
"PJ Cummins",58,39,515,63,143.45,20.60,8.99,31.37,66,"Chennai Super Kings",4/34,"Rajasthan Royals",NULL,3,"Delhi Capitals
Kolkata Knight Riders
Sunrisers Hyderabad"
"PJ Sangwan",42,14,26,38,55.32,3.71,8.88,33.34,6,"Mumbai Indians",3/18,"Deccan Chargers",NULL,NULL,"Delhi Capitals
Gujarat Lions
Gujarat Titans
Kolkata Knight Riders
Mumbai Indians"
"PK Garg",19,19,273,NULL,110.53,15.17,NULL,NULL,51,"Chennai Super Kings",NULL,NULL,NULL,1,"Delhi Capitals
Sunrisers Hyderabad"
"PM Sarvesh Kumar",2,1,1,1,50.00,NULL,8.40,42.00,1,"Delhi Capitals",1/18,"Chennai Super Kings",NULL,NULL,"Deccan Chargers"
"PN Mankad",5,5,97,NULL,129.33,32.33,NULL,NULL,64,"Sunrisers Hyderabad",NULL,NULL,NULL,1,"Lucknow Super Giants
Punjab Kings"
"PP Chawla",192,86,624,192,107.59,11.77,8.07,26.97,24,"Rajasthan Royals",4/17,"Royal Challengers Bengaluru",NULL,NULL,"Kolkata Knight Riders
Mumbai Indians
Punjab Kings"
"PP Ojha",90,19,16,89,35.56,1.78,7.58,26.96,3,"Delhi Capitals",3/11,"Chennai Super Kings",NULL,NULL,"Deccan Chargers
Mumbai Indians"
"PP Shaw",79,79,1892,NULL,143.22,24.89,NULL,NULL,99,"Kolkata Knight Riders",NULL,NULL,NULL,14,"Delhi Capitals"
"PR Shah",9,9,92,NULL,94.85,11.50,NULL,NULL,29,"Deccan Chargers",NULL,NULL,NULL,NULL,"Mumbai Indians
Rajasthan Royals"
"PSP Handscomb",1,1,6,NULL,50.00,6.00,NULL,NULL,6,"Mumbai Indians",NULL,NULL,NULL,NULL,"Rising Pune Supergiant"
"PV Tambe",33,6,18,28,46.15,18.00,7.87,30.93,7,"Royal Challengers Bengaluru",4/20,"Royal Challengers Bengaluru",NULL,NULL,"Gujarat Lions
Rajasthan Royals"
"PVD Chameera",13,7,43,9,134.38,14.33,9.40,49.11,17,"Punjab Kings",2/17,"Punjab Kings",NULL,NULL,"Lucknow Super Giants"
"PWH de Silva",26,14,72,35,90.00,7.20,8.24,21.66,18,"Rajasthan Royals",5/18,"Sunrisers Hyderabad",NULL,NULL,"Royal Challengers Bengaluru"
"Q de Kock",107,108,3160,NULL,131.12,31.92,NULL,NULL,140,"Kolkata Knight Riders",NULL,NULL,2,23,"Delhi Capitals
Lucknow Super Giants
Mumbai Indians
Royal Challengers Bengaluru
Sunrisers Hyderabad"
"R Ashwin",208,89,800,180,114.61,14.04,7.21,30.19,50,"Delhi Capitals",4/34,"Punjab Kings",NULL,1,"Chennai Super Kings
Delhi Capitals
Punjab Kings
Rajasthan Royals
Rising Pune Supergiant"
"R Bhatia",94,47,342,71,117.93,11.79,7.55,29.00,26,"Delhi Capitals",4/15,"Deccan Chargers",NULL,NULL,"Delhi Capitals
Kolkata Knight Riders
Rajasthan Royals
Rising Pune Supergiant"
"R Bishnoi",3,3,19,NULL,111.76,6.33,NULL,NULL,18,"Punjab Kings",NULL,NULL,NULL,NULL,"Royal Challengers Bengaluru"
"R Dhawan",37,22,210,25,111.70,21.00,8.36,36.88,25,"Chennai Super Kings",2/14,"Royal Challengers Bengaluru",NULL,NULL,"Mumbai Indians
Punjab Kings"
"R Dravid",82,82,2174,NULL,113.35,28.99,NULL,NULL,75,"Rajasthan Royals",NULL,NULL,NULL,11,"Rajasthan Royals
Royal Challengers Bengaluru"
"R Goyal",1,NULL,NULL,NULL,NULL,NULL,8.50,NULL,NULL,NULL,0/33,"Chennai Super Kings",NULL,NULL,NULL
"R McLaren",18,13,159,12,89.33,19.88,9.46,46.50,51,"Pune Warriors",2/28,"Deccan Chargers",NULL,1,"Kolkata Knight Riders
Mumbai Indians
Punjab Kings"
"R Ninan",2,1,3,3,50.00,3.00,10.83,21.67,3,"Deccan Chargers",2/31,"Chennai Super Kings",NULL,NULL,"Royal Challengers Bengaluru"
"R Parag",61,58,1173,4,129.04,26.07,10.53,76.75,84,"Delhi Capitals",1/7,"Punjab Kings",NULL,6,"Rajasthan Royals"
"R Powell",22,22,360,1,141.73,18.95,11.67,35.00,67,"Sunrisers Hyderabad",1/18,"Rajasthan Royals",NULL,1,"Delhi Capitals
Rajasthan Royals"
"R Rampaul",12,7,51,16,98.08,10.20,7.14,19.94,23,"Mumbai Indians",3/31,"Chennai Super Kings",NULL,NULL,"Royal Challengers Bengaluru"
"R Ravindra",10,10,222,NULL,152.05,24.67,3.50,NULL,61,"Royal Challengers Bengaluru",0/3,"Sunrisers Hyderabad",NULL,1,"Chennai Super Kings"
"R Sai Kishore",10,1,13,13,216.67,13.00,8.35,19.92,13,"Delhi Capitals",4/33,"Punjab Kings",NULL,NULL,"Gujarat Titans"
"R Sanjay Yadav",1,1,0,NULL,0.00,0.00,11.50,NULL,0,"Sunrisers Hyderabad",0/23,"Sunrisers Hyderabad",NULL,NULL,"Mumbai Indians"
"R Sathish",27,24,270,3,114.41,16.88,10.06,77.67,27,"Royal Challengers Bengaluru",1/11,"Kolkata Knight Riders",NULL,NULL,"Kolkata Knight Riders
Mumbai Indians
Punjab Kings"
"R Sharma",44,19,66,40,85.71,6.00,7.11,27.50,14,"Delhi Capitals",3/13,"Rajasthan Royals",NULL,NULL,"Deccan Chargers
Pune Warriors"
"R Shepherd",10,9,115,4,169.12,23.00,12.38,65.00,39,"Delhi Capitals",2/42,"Lucknow Super Giants",NULL,NULL,"Lucknow Super Giants
Mumbai Indians
Sunrisers Hyderabad"
"R Shukla",7,4,19,5,82.61,19.00,10.85,43.40,14,"Rajasthan Royals",2/28,"Kolkata Knight Riders",NULL,NULL,"Delhi Capitals
Rajasthan Royals"
"R Tewatia",79,65,1013,32,128.55,25.33,7.95,34.91,53,"Punjab Kings",3/18,"Kolkata Knight Riders",NULL,1,"Delhi Capitals
Gujarat Titans
Punjab Kings
Rajasthan Royals"
"R Vinay Kumar",104,42,310,105,107.27,12.40,8.58,28.96,26,"Mumbai Indians",4/40,"Chennai Super Kings",NULL,NULL,"Kochi Tuskers Kerala
Kolkata Knight Riders
Mumbai Indians
Royal Challengers Bengaluru"
"RA Bawa",2,2,11,NULL,78.57,5.50,NULL,NULL,11,"Kolkata Knight Riders",NULL,NULL,NULL,NULL,"Punjab Kings"
"RA Jadeja",232,180,2959,160,124.43,27.92,7.70,30.73,62,"Royal Challengers Bengaluru",5/16,"Deccan Chargers",NULL,3,"Chennai Super Kings
Gujarat Lions
Kochi Tuskers Kerala
Rajasthan Royals"
"RA Shaikh",1,NULL,NULL,NULL,NULL,NULL,11.00,NULL,NULL,NULL,0/11,"Delhi Capitals",NULL,NULL,NULL
"RA Tripathi",93,93,2236,NULL,135.52,27.95,12.00,NULL,93,"Kolkata Knight Riders",0/12,"Kolkata Knight Riders",NULL,12,"Kolkata Knight Riders
Rajasthan Royals
Rising Pune Supergiant
Sunrisers Hyderabad"
"Rahmanullah Gurbaz",13,13,289,NULL,126.75,22.23,NULL,NULL,81,"Gujarat Titans",NULL,NULL,NULL,2,"Kolkata Knight Riders"
"Ramandeep Singh",14,13,170,6,160.38,28.33,9.60,10.67,35,"Sunrisers Hyderabad",3/20,"Sunrisers Hyderabad",NULL,NULL,"Kolkata Knight Riders
Mumbai Indians"
"Rashid Khan",121,58,545,149,153.52,14.73,6.98,22.42,79,"Mumbai Indians",4/24,"Lucknow Super Giants",NULL,1,"Gujarat Titans
Sunrisers Hyderabad"
"Rasikh Salam",11,6,40,9,100.00,8.00,10.49,37.89,10,"Royal Challengers Bengaluru",3/34,"Mumbai Indians",NULL,NULL,"Delhi Capitals
Kolkata Knight Riders
Mumbai Indians"
"Ravi Bishnoi",65,14,32,63,61.54,4.57,7.91,29.54,6,"Sunrisers Hyderabad",3/24,"Sunrisers Hyderabad",NULL,NULL,"Lucknow Super Giants
Punjab Kings"
"RD Chahar",77,22,129,75,101.57,8.60,7.81,28.87,25,"Delhi Capitals",4/27,"Kolkata Knight Riders",NULL,NULL,"Mumbai Indians
Punjab Kings
Rising Pune Supergiant"
"RD Gaikwad",65,65,2380,NULL,133.63,43.27,NULL,NULL,108,"Lucknow Super Giants",NULL,NULL,2,18,"Chennai Super Kings"
"RE Levi",6,6,83,NULL,112.16,13.83,NULL,NULL,50,"Chennai Super Kings",NULL,NULL,NULL,1,"Mumbai Indians"
"RE van der Merwe",21,15,159,21,110.42,14.45,6.98,24.52,35,"Punjab Kings",3/20,"Kochi Tuskers Kerala",NULL,NULL,"Delhi Capitals
Royal Challengers Bengaluru"
"RG More",2,1,2,1,100.00,NULL,10.80,63.00,2,"Kolkata Knight Riders",1/31,"Kolkata Knight Riders",NULL,NULL,"Chennai Super Kings"
"RG Sharma",251,252,6630,15,127.92,30.00,8.18,30.80,109,"Kolkata Knight Riders",4/6,"Mumbai Indians",2,43,"Deccan Chargers
Mumbai Indians"
"RJ Gleeson",2,1,2,1,100.00,NULL,9.19,72.00,2,"Punjab Kings",1/30,"Punjab Kings",NULL,NULL,"Chennai Super Kings"
"RJ Harris",37,21,117,45,104.46,9.75,7.82,24.11,17,"Royal Challengers Bengaluru",4/34,"Rajasthan Royals",NULL,NULL,"Deccan Chargers
Punjab Kings"
"RJ Peterson",5,5,32,3,100.00,10.67,8.75,23.33,16,"Punjab Kings",3/37,"Delhi Capitals",NULL,NULL,"Mumbai Indians"
"RJ Quiney",7,7,103,NULL,98.10,14.71,NULL,NULL,51,"Mumbai Indians",NULL,NULL,NULL,1,"Rajasthan Royals"
"RJW Topley",5,1,3,5,50.00,NULL,10.71,36.40,3,"Lucknow Super Giants",2/27,"Rajasthan Royals",NULL,NULL,"Royal Challengers Bengaluru"
"RK Bhui",4,4,10,NULL,37.04,2.50,NULL,NULL,7,"Delhi Capitals",NULL,NULL,NULL,NULL,"Delhi Capitals
Sunrisers Hyderabad"
"RK Singh",40,40,893,NULL,136.54,30.79,NULL,NULL,67,"Lucknow Super Giants",NULL,NULL,NULL,4,"Kolkata Knight Riders"
"RM Patidar",24,24,799,NULL,149.63,34.74,NULL,NULL,112,"Lucknow Super Giants",NULL,NULL,1,7,"Royal Challengers Bengaluru"
"RN ten Doeschate",23,21,326,2,136.97,23.29,7.23,47.00,70,"Mumbai Indians",1/7,"Sunrisers Hyderabad",NULL,1,"Kolkata Knight Riders"
"RP Meredith",18,2,0,19,0.00,NULL,9.60,32.68,0,"Gujarat Titans",2/24,"Rajasthan Royals",NULL,NULL,"Mumbai Indians"
"RP Singh",82,28,52,90,66.67,3.71,8.17,26.86,10,"Chennai Super Kings",4/22,"Kolkata Knight Riders",NULL,NULL,"Deccan Chargers
Kochi Tuskers Kerala
Mumbai Indians"
"RR Bhatkal",1,1,0,NULL,0.00,0.00,17.50,NULL,0,"Chennai Super Kings",0/35,"Chennai Super Kings",NULL,NULL,"Royal Challengers Bengaluru"
"RR Bose",1,NULL,NULL,NULL,NULL,NULL,12.00,NULL,NULL,NULL,0/24,"Royal Challengers Bengaluru",NULL,NULL,NULL
"RR Pant",110,113,3297,NULL,143.60,36.23,NULL,NULL,128,"Sunrisers Hyderabad",NULL,NULL,1,18,"Delhi Capitals"
"RR Powar",26,9,67,13,104.69,33.50,7.58,41.38,28,"Chennai Super Kings",2/11,"Deccan Chargers",NULL,NULL,"Kochi Tuskers Kerala
Punjab Kings"
"RR Raje",10,5,20,6,111.11,20.00,9.24,35.67,11,"Deccan Chargers",2/16,"Kolkata Knight Riders",NULL,NULL,"Mumbai Indians"
"RR Rossouw",22,22,473,NULL,147.35,23.65,NULL,NULL,82,"Punjab Kings",NULL,NULL,NULL,2,"Delhi Capitals
Punjab Kings
Royal Challengers Bengaluru"
"RR Sarwan",4,4,73,NULL,93.59,24.33,NULL,NULL,31,"Royal Challengers Bengaluru",NULL,NULL,NULL,NULL,"Punjab Kings"
